"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalHalfBath","TotalFullBath","TotalFinSF","AbvGrndRoomSize","YrSold_Garage_Difference","hasDeck","hasOpenPorch","hasEnlosedPorch","hasX3SsnPorch","hasScreenPorch","hasPool","hasFence"
"815",815,"1.5 stories","low density",45,9.0177260256968,"Reg","Lvl","Inside","Gtl","Edwards","Normal","1Fam","1.5 stories",5,7,4.48863636973214,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","BrkTil",3,3,1,"1",0,1,0,6.53233429222235,6.53233429222235,"GasW",3,"Y","SBrkr",6.53233429222235,6.33682573114644,0,-Inf,0,1,1,1,3,1,5,7,"Typ",0,0,5,1955,5,1,5.63835466933375,3,3,"P",5.33753807970132,0,4.57471097850338,0,0,7,2006,"Warranty Deed","Normal",116000,2,1,7.13089883029635,178.571428571429,3.95124371858143,"Yes","No","Yes","No","No",0,0
"816",816,"1 story (new styles)","low density",48,9.40401391710636,"IR2","Lvl","CulDSac","Gtl","CollgCr","Normal","1Fam","1 story",7,5,2.56494935746154,1,"Gable","Shingle","Synthetic","Synthetic","Brick",6.09356977004514,"2","2","PConc",4,3,1,"1",0,1,0,7.40853056689463,7.40853056689463,"GasA",4,"Y","SBrkr",7.41577697541539,0,0,-Inf,0,0,2,0,3,1,5,6,"Typ",0,0,5,1998,5,2,6.39526159811545,3,3,"Y",0,3.55534806148941,0,0,0,5,2010,"Warranty Deed","Normal",224900,0,2,7.41517510961329,276.833333333333,2.56494935746154,"No","Yes","No","No","No",0,0
"817",817,"1 story (new styles)","low density",63.8,9.34355921576241,"IR1","Lvl","Corner","Gtl","NAmes","Normal","1Fam","1 story",5,6,3.97029191355212,1,"Gable","Shingle","Brick","Brick","None",0,"2","2","CBlock",3,3,1,"4",6.18826412308259,1,0,6.25958146406492,6.91671502035361,"GasA",3,"Y","SBrkr",6.91671502035361,0,0,-Inf,0,0,1,0,2,1,5,4,"Typ",1,4,5,1954,5,1,5.62040086571715,3,3,"Y",0,0,4.79579054559674,0,0,7,2006,"Warranty Deed","Normal",137000,0,1,7.30921236569276,252,3.97029191355212,"No","No","Yes","No","No",0,0
"818",818,"1 story (new styles)","low density",96.4,9.49288426657184,"IR1","Lvl","CulDSac","Gtl","Mitchel","Normal","1Fam","1 story",8,5,1.94591014905531,1,"Hip","Shingle","Concrete","Stucco","Brick",5.00394630594546,"3","2","PConc",4,3,1,"6",7.10578612948127,1,0,5.86078622346587,7.35819375273303,"GasA",4,"Y","SBrkr",7.43248380791712,0,0,-Inf,1,0,2,0,3,1,5,7,"Typ",2,4,5,2002,5,3,6.75460409948796,3,3,"Y",5.01727983681492,4.0943445622221,0,0,0,7,2008,"Warranty Deed","Normal",271000,0,3,7.97487690055888,241.285714285714,1.94591014905531,"Yes","Yes","No","No","No",0,0
"819",819,"split","low density",80,9.0843235313927,"Reg","Lvl","Inside","Gtl","ClearCr","Normal","1Fam","foyer",6,7,3.68887945411394,1,"Gable","Shingle","Ply","Ply","Brick",4.39444915467244,"2","2","CBlock",3,3,3,"6",6.22455842927536,1,0,6.22851100359118,6.91869521902047,"GasA",3,"Y","SBrkr",6.95939851213398,0,0,-Inf,1,0,1,0,3,1,5,6,"Typ",0,0,5,1971,5,2,6.08904487544685,3,3,"Y",0,0,0,0,0,6,2010,"Warranty Deed","Normal",155000,0,2,7.34987370473834,175.333333333333,3.68887945411394,"No","No","No","No","No",0,1
"820",820,"projects","low density",44,8.75951172211649,"IR1","Lvl","Inside","Gtl","NridgHt","Normal","TwnhsE","1 story",7,5,0.693147180559945,0,"Gable","Shingle","Synthetic","Synthetic","Stone",4.85981240436167,"3","2","PConc",4,3,2,"6",6.59850902861452,1,0,6.4393503711001,7.21450441415114,"GasA",4,"Y","SBrkr",7.21450441415114,0,0,-Inf,1,0,2,0,2,1,5,6,"Typ",1,4,5,2010,5,2,6.18414889093748,3,3,"Y",5.26269018890489,3.58351893845611,0,0,0,6,2010,"New Home","Partial",224000,0,3,7.64539769942863,226.333333333333,0,"Yes","Yes","No","No","No",0,0
"821",821,"2 story newer","low density",72,8.88544091170758,"IR1","Lvl","CulDSac","Gtl","CollgCr","Normal","1Fam","2 stories",7,5,1.79175946922805,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",4,3,1,"1",0,1,0,6.68336094576627,6.68336094576627,"GasA",4,"Y","SBrkr",6.68336094576627,6.73696695800186,0,-Inf,0,0,2,1,3,1,5,6,"Typ",0,0,5,2003,5,2,6.39024066706535,3,3,"Y",0,3.8286413964891,0,0,0,6,2008,"Warranty Deed","Normal",183000,1,2,7.40245152081824,273.333333333333,1.79175946922805,"No","Yes","No","No","No",0,0
"822",822,"1 story (new styles)","medium-high density",60,8.69951474821019,"Reg","Bnk","Inside","Mod","OldTown","Normal","2fmCon","1 story",4,4,4.04305126783455,1,"Gable","Shingle","Stucco","Stucco","None",0,"1","2","CBlock",2,3,1,"1",0,1,0,6.84268328223842,6.84268328223842,"GasA",2,"N","SBrkr",6.84268328223842,0,0,-Inf,0,0,1,0,2,1,5,4,"Min2",0,0,5,1974,5,2,6.3578422665081,3,3,"Y",0,3.49650756146648,4.72738781871234,0,0,2,2009,"Warranty Deed","Normal",93000,0,1,6.84161547647759,234,3.58351893845611,"No","Yes","Yes","No","No",0,0
"823",823,"2 story newer","low density",72,9.42496776352205,"IR1","Lvl","Corner","Gtl","Gilbert","Normal","1Fam","2 stories",7,5,1.6094379124341,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",4,3,4,"1",0,1,0,6.7428806357919,6.7428806357919,"GasA",4,"Y","SBrkr",6.7428806357919,6.78784498230958,0,-Inf,0,0,2,1,3,1,5,7,"Typ",1,4,5,2003,5,2,6.07304453410041,3,3,"Y",4.61512051684126,3.89182029811063,0,0,0,10,2007,"Warranty Deed","Family",225000,1,2,7.45760928971561,247.571428571429,1.6094379124341,"Yes","Yes","No","No","No",0,0
"824",824,"1.5 stories","low density",60,9.20029003612268,"Reg","Lvl","Inside","Gtl","SWISU","Normal","1Fam","1.5 stories",6,7,4.24849524204936,0,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","BrkTil",3,3,1,"1",0,1,0,6.65801104587075,6.65801104587075,"GasA",2,"Y","SBrkr",6.85118492749374,6.30261897574491,0,-Inf,0,0,2,0,3,1,5,7,"Typ",1,4,5,1940,5,1,5.48479693349065,3,3,"Y",5.8171111599632,0,0,0,0,7,2009,"Warranty Deed","Normal",139500,0,2,7.30586003268401,212.714285714286,4.24849524204936,"Yes","No","No","No","No",0,1
"825",825,"1 story (new styles)","floating",81,9.32509660927437,"Reg","Lvl","Inside","Gtl","Somerst","Normal","1Fam","1 story",8,5,0,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",4,4,1,"1",0,1,0,7.30653139893951,7.30653139893951,"GasA",4,"Y","SBrkr",7.30653139893951,0,0,-Inf,0,0,2,0,3,1,5,7,"Typ",1,4,5,2006,5,2,6.65544035036765,3,3,"Y",0,4.94875989037817,0,0,0,6,2006,"New Home","Partial",232600,0,2,7.30586003268401,212.714285714286,0,"No","Yes","No","No","No",0,0
"826",826,"1 story (new styles)","low density",114,9.60258514191349,"Reg","Lvl","Inside","Gtl","NridgHt","near positive feature","1Fam","1 story",10,5,0.693147180559945,0,"Hip","Shingle","Concrete","Stucco","Brick",6.70563909486,"4","2","PConc",5,3,3,"6",7.40062057737113,1,0,6.09356977004514,7.63964228785801,"GasA",4,"Y","SBrkr",7.6425241342329,0,0,-Inf,1,0,2,0,2,1,5,7,"Typ",1,4,5,2007,5,3,7.1074254741107,3,3,"Y",5.24174701505964,3.8286413964891,0,0,0,6,2008,"New Home","Partial",385000,0,3,8.22147894726719,297.714285714286,0.693147180559945,"Yes","Yes","No","No","No",0,0
"827",0,"0","0",0,0,"0","0","0","0","0","0","0","0",0,0,0,0,"0","0","0","0","0",0,"0","0","0",0,0,0,"0",0,0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,5,0,0,5,5,"0",0,0,0,0,0,0,0,"Other","0",0,0,0,0,0,0,"No","No","No","No","No",0,1
"828",828,"1 story (new styles)","low density",65,9.05122740031911,"IR1","Lvl","Inside","Gtl","SawyerW","Normal","1Fam","1 story",7,5,2.19722457733622,1,"Gable","Shingle","Synthetic","Synthetic","None",0,"3","2","PConc",4,3,1,"6",3.04452243772342,1,0,7.26892012819372,7.28276117960559,"GasA",4,"Y","SBrkr",7.26892012819372,0,0,-Inf,0,0,2,0,3,1,5,6,"Typ",1,3,5,2001,5,2,6.26909628370626,3,3,"Y",5.67332326717149,3.68887945411394,0,0,0,4,2009,"Warranty Deed","Normal",189000,0,2,7.28207365809346,239,2.19722457733622,"Yes","Yes","No","No","No",0,0
"829",829,"2 story newer","low density",88.8,10.2645827129084,"IR2","Low","CulDSac","Sev","ClearCr","Normal","1Fam","2 stories",5,5,3.76120011569356,1,"Flat","Gravel & Tar","Ply","Ply","None",0,"2","2","PConc",3,4,4,"2",5.52146091786225,5,6.63987583382654,0,6.92165818415113,"GasA",2,"Y","SBrkr",7.05703698169789,6.87419849545329,0,-Inf,0,1,2,1,3,1,5,7,"Min2",0,0,5,1967,5,2,6.289715570909,3,3,"Y",6.18826412308259,0,0,5.42053499927229,0,6,2009,"Warranty Deed","Abnorml",185000,2,2,8.05165955684195,303.714285714286,3.76120011569356,"Yes","No","No","No","Yes",0,0
"830",830,"projects","floating",24,7.84149292446001,"Reg","Lvl","Inside","Gtl","Somerst","Normal","Twnhs","2 stories",7,5,0.693147180559945,1,"Gable","Shingle","Stucco","Stucco","None",0,"3","2","PConc",4,3,1,"1",0,1,0,6.39859493453521,6.39859493453521,"GasA",4,"Y","SBrkr",6.25575004175337,6.43615036836943,80,1.48034218873659,0,0,2,1,2,1,5,4,"Typ",0,0,5,2005,5,2,6.17586727010576,3,3,"Y",0,5.11799381241676,0,0,0,7,2006,"Warranty Deed","Normal",147400,1,2,7.17242457712485,305.75,0.693147180559945,"No","Yes","No","No","No",0,0
"831",831,"1 story (new styles)","low density",80,9.38429367909962,"IR1","Lvl","Corner","Gtl","NAmes","Normal","1Fam","1 story",6,5,3.95124371858143,1,"Gable","Shingle","Ply","Ply","Brick",5.96100533962327,"2","2","CBlock",3,3,1,"3",6.94793706861497,1,0,5.8664680569333,7.23921497377981,"GasA",2,"Y","FuseA",7.23921497377981,0,0,-Inf,1,0,1,1,3,1,5,6,"Typ",2,4,5,1957,5,2,6.12905021006055,3,3,"Y",0,0,0,5.26269018890489,0,6,2008,"Warranty Deed","Normal",166000,1,2,7.79646924308606,232,3.95124371858143,"No","No","No","No","Yes",0,0
"832",832,"projects","floating",30,8.06463647577422,"Reg","Lvl","Inside","Gtl","Somerst","Normal","TwnhsE","2 stories",7,5,0.693147180559945,1,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","PConc",4,3,1,"1",0,1,0,6.39859493453521,6.39859493453521,"GasA",4,"Y","SBrkr",6.25575004175337,6.39859493453521,80,1.48034218873659,0,0,2,1,2,1,5,4,"Typ",0,0,5,2005,5,2,6.17586727010576,3,3,"Y",0,5.11799381241676,0,0,0,6,2006,"Warranty Deed","Normal",151000,1,2,7.15461535691366,300,0.693147180559945,"No","Yes","No","No","No",0,0
"833",833,"2 story newer","low density",44,9.16408698745872,"IR1","Lvl","CulDSac","Gtl","CollgCr","Normal","1Fam","2 stories",7,6,2.07944154167984,1,"Gable","Shingle","Synthetic","Synthetic","Brick",5.41164605185504,"3","2","PConc",4,3,1,"6",6.18208490671663,1,0,6.12905021006055,6.84800527457636,"GasA",4,"Y","SBrkr",6.84800527457636,6.7900972355139,0,-Inf,1,0,2,1,3,1,5,7,"Typ",1,3,5,2003,5,2,6.41999492814714,3,3,"Y",5.26269018890489,3.68887945411394,0,0,0,1,2010,"Warranty Deed","Normal",237000,1,3,7.74586822979227,261.285714285714,2.07944154167984,"Yes","Yes","No","No","No",0,0
"834",834,"1 story (new styles)","low density",100,9.21074029199751,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",6,6,3.8286413964891,1,"Gable","Shingle","Ply","Ply","Brick",5.19849703126583,"2","2","CBlock",3,3,1,"3",5.28320372873799,4,5.84643877505772,6.88346258641309,7.32448997934853,"GasA",2,"Y","SBrkr",7.32448997934853,0,0,-Inf,0,0,1,1,3,1,5,6,"Typ",0,0,5,1964,5,2,6.15909538849193,3,3,"Y",0,0,0,5.03043792139244,0,2,2009,"Warranty Deed","Normal",167000,1,1,7.62900388965296,252.666666666667,3.8286413964891,"No","No","No","No","Yes",0,0
"835",835,"1 story (new styles)","low density",75,8.97144846369383,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","1 story",5,6,3.87120101090789,1,"Gable","Shingle","Synthetic","Synthetic","Brick",4.91998092582813,"2","2","CBlock",3,3,1,"3",6.35088571671474,1,0,6.35088571671474,7.04315991598834,"GasA",3,"Y","SBrkr",7.04315991598834,0,0,-Inf,1,0,1,0,3,1,5,6,"Typ",0,0,5,1961,5,2,6.12468339089421,3,3,"Y",0,0,0,0,0,9,2008,"Warranty Deed","Normal",139950,0,2,7.44775128004791,190.666666666667,3.87120101090789,"No","No","No","No","No",0,1
"836",836,"1 story (new styles)","low density",60,9.16951837745593,"Reg","Lvl","Inside","Gtl","Sawyer","Normal","1Fam","1 story",4,7,4.11087386417331,0,"Gable","Shingle","Synthetic","Ply","None",0,"2","2","CBlock",4,3,1,"4",6.09356977004514,1,0,6.4393503711001,6.97354301952014,"GasA",2,"Y","SBrkr",6.97354301952014,0,0,-Inf,0,0,2,0,2,1,5,4,"Min2",0,0,5,1996,5,2,6.07993319509559,3,3,"Y",5.67332326717149,0,0,0,0,2,2010,"Warranty Deed","Normal",128000,0,2,7.31920245876785,266.75,2.70805020110221,"Yes","No","No","No","No",0,0
"837",837,"1 story older","medium-high density",90,8.99961934066053,"Reg","Lvl","Inside","Gtl","OldTown","Normal","1Fam","1 story",5,6,4.0943445622221,0,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","BrkTil",3,3,1,"3",5.82600010738045,1,0,7.10824413973154,7.35244110024358,"GasA",3,"Y","SBrkr",7.35244110024358,0,0,-Inf,1,0,1,0,2,1,5,5,"Min2",0,0,5,1948,5,2,6.70073110954781,3,3,"Y",0,4.76217393479776,5.44241771052179,0,0,6,2007,"Court Deed/Estate","Normal",153500,0,2,7.54802896993501,311.8,4.0943445622221,"No","Yes","Yes","No","No",0,1
"838",838,"projects","medium-high density",21,7.4265490723973,"Reg","Lvl","Inside","Gtl","BrDale","Normal","Twnhs","2 stories",6,5,3.58351893845611,1,"Gable","Shingle","Ply","Ply","Brick",5.06890420222023,"2","2","CBlock",3,3,1,"4",5.80211837537706,1,0,5.03695260241363,6.18208490671663,"GasA",2,"Y","SBrkr",6.18208490671663,6.22455842927536,0,-Inf,1,0,1,1,2,1,5,5,"Typ",0,0,5,1973,5,1,5.57972982598622,3,3,"Y",0,0,0,0,0,11,2008,"Warranty Deed","Normal",1e+05,1,2,7.18311170174328,197.4,3.58351893845611,"No","No","No","No","No",0,0
"839",839,"1 story (new styles)","low density",75,9.1616751999949,"Reg","Lvl","Inside","Gtl","CollgCr","Normal","1Fam","1 story",5,6,2.63905732961526,0,"Gable","Shingle","Synthetic","Synthetic","None",0,"2","2","PConc",4,3,1,"1",0,1,0,7.00306545878646,7.00306545878646,"GasA",4,"Y","SBrkr",7.00306545878646,0,0,-Inf,0,0,1,1,3,1,5,6,"Typ",0,0,5,1999,5,1,5.8664680569333,3,3,"Y",5.63121178182137,0,0,0,0,6,2008,"Warranty Deed","Normal",144000,1,1,7.00215595440362,183.166666666667,2.30258509299405,"Yes","No","No","No","No",0,0
"840",840,"1.5 stories","low density",70,9.37305428246393,"Reg","Lvl","Inside","Gtl","Edwards","Normal","1Fam","1.5 stories",5,6,4.14313472639153,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","CBlock",3,3,1,"4",5.8664680569333,1,0,6.0330862217988,6.64509096950564,"GasA",4,"Y","SBrkr",6.64509096950564,6.07073772800249,0,-Inf,0,0,1,0,3,1,5,6,"Typ",0,0,5,1946,5,1,5.48479693349065,3,3,"Y",0,0,0,0,0,5,2008,"Warranty Deed","Normal",130500,0,1,7.34729970074316,200,4.14313472639153,"No","No","No","No","No",0,0
"841",841,"2 story older","medium-high density",97.8,9.40549588675022,"IR1","Lvl","Inside","Gtl","SWISU","Normal","1Fam","2 stories",6,8,4.43081679884331,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","BrkTil",3,3,1,"4",5.05624580534831,1,0,6.24804287450843,6.51174532964473,"GasA",2,"N","SBrkr",6.69826805411541,6.51174532964473,0,-Inf,0,0,2,0,4,1,5,7,"Typ",0,0,5,1934,5,1,5.99396142730657,3,3,"P",0,0,5.54126354515843,0,0,3,2008,"Warranty Deed","Normal",140000,0,2,7.40123126441302,211.714285714286,4.31748811353631,"No","No","Yes","No","No",0,0
"842",842,"2 story older","medium-high density",60,9.25339986143663,"Reg","Lvl","Inside","Gtl","OldTown","Normal","1Fam","2 stories",5,8,4.65396035015752,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","PConc",3,3,1,"1",0,1,0,6.47850964220857,6.47850964220857,"GasA",3,"Y","SBrkr",6.86589107488344,6.36647044773144,0,-Inf,0,0,2,0,3,1,5,8,"Typ",1,1,5,1983,5,2,6.53233429222235,4,3,"P",4.26267987704132,4.36944785246702,4.23410650459726,0,0,6,2008,"Warranty Deed","Normal",157500,0,2,7.33888813383888,192.375,3.25809653802148,"Yes","Yes","Yes","No","No",0,0
"843",843,"split","low density",82,9.10719961305667,"Reg","Lvl","Inside","Gtl","NAmes","Normal","1Fam","foyer",6,7,3.76120011569356,1,"Gable","Shingle","Ply","Ply","Brick",5.21493575760899,"2","2","CBlock",3,3,4,"3",5.74620319054015,5,6.29156913955832,5.62401750618734,7.028201432058,"GasA",2,"Y","SBrkr",7.06133436691044,0,0,-Inf,1,0,1,1,3,1,5,6,"Typ",0,0,5,1966,5,2,6.19644412779452,4,4,"Y",0,4.86753445045558,0,0,0,5,2008,"Warranty Deed","Normal",174900,1,2,7.60887062919126,194.166666666667,3.76120011569356,"No","Yes","No","No","No",0,1
"844",0,"0","0",0,0,"0","0","0","0","0","0","0","0",0,0,0,0,"0","0","0","0","0",0,"0","0","0",0,0,0,"0",0,0,0,0,0,"0",0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,5,0,0,5,5,"0",0,0,0,0,0,0,0,"Other","0",0,0,0,0,0,0,"No","No","No","No","No",0,1
"845",845,"1.5 stories","medium-high density",100,9.44659756243577,"IR1","Lvl","Inside","Gtl","OldTown","near street","1Fam","1.5 stories",5,8,4.54329478227,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","BrkTil",3,3,2,"1",0,1,0,6.77650699237218,6.77650699237218,"GasA",3,"Y","SBrkr",6.77650699237218,6.29341927884648,0,-Inf,0,0,1,1,4,1,5,7,"Typ",1,4,5,1949,5,3,6.58063913728495,3,3,"Y",6.03787091992214,0,5.27299955856375,0,0,6,2008,"Warranty Deed","Normal",153900,1,1,7.25559127425367,202.285714285714,4.0943445622221,"Yes","No","Yes","No","No",0,0
"846",846,"split","low density",111.6,9.71998529899401,"IR1","Lvl","CulDSac","Gtl","Sawyer","near railroad","1Fam","foyer",5,5,3.49650756146648,0,"Gable","Shingle","Ply","Ply","None",0,"2","2","CBlock",4,3,4,"5",7.23777819192344,1,0,0,7.23777819192344,"GasA",2,"Y","SBrkr",7.43955930913332,0,0,-Inf,1,0,2,0,3,1,5,6,"Min2",2,3,5,1975,5,2,6.41673228251233,3,3,"Y",0,0,0,0,0,1,2007,"Warranty Deed","Normal",171000,0,3,8.03624994213212,283.5,3.49650756146648,"No","No","No","No","No",0,0
"847",847,"2 story newer","low density",75,9.13959596745043,"Reg","Lvl","Inside","Gtl","SawyerW","Normal","1Fam","2 stories",7,5,2.83321334405622,1,"Gable","Shingle","Ply","Ply","Brick",4.92725368515721,"3","2","PConc",4,3,1,"5",6.24222326545517,1,0,5.42934562895444,6.60800062529609,"GasA",4,"Y","SBrkr",6.91473089271856,6.64639051484773,0,-Inf,1,0,2,1,3,1,5,7,"Typ",1,3,5,1993,5,2,6.05443934626937,3,3,"Y",5.45958551414416,4.29045944114839,5.26269018890489,0,0,7,2009,"Warranty Deed","Normal",213000,1,3,7.73543335249969,253.571428571429,2.83321334405622,"Yes","Yes","Yes","No","No",0,0
"848",848,"1 story (new styles)","low density",36,9.65007807402644,"IR1","Lvl","CulDSac","Gtl","CollgCr","Normal","1Fam","1 story",5,6,3.63758615972639,1,"Gable","Shingle","Ply","Ply","None",0,"2","2","CBlock",3,3,3,"4",6.13339804299665,1,0,6.00388706710654,6.76272950693188,"GasA",4,"Y","SBrkr",6.76272950693188,0,0,-Inf,1,0,1,0,3,1,5,5,"Typ",1,2,5,1972,5,1,5.82600010738045,3,3,"Y",0,0,0,0,0,8,2009,"Warranty Deed","Normal",133500,0,2,7.18841273649695,172.8,3.63758615972639,"No","No","No","No","No",0,0
"849",849,"1.5 stories","low density",75,10.7276629955025,"IR2","Bnk","Inside","Gtl","ClearCr","Normal","1Fam","1.5 stories",6,8,4.61512051684126,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","2","BrkTil",3,3,1,"1",0,1,0,6.81124437860129,6.81124437860129,"GasA",2,"Y","SBrkr",7.17625453201714,6.95844839329766,0,-Inf,0,0,3,0,5,1,5,10,"Typ",1,4,5,1908,5,2,5.88887795833288,2,3,"Y",6.18826412308259,3.71357206670431,0,5.17048399503815,0,9,2008,"Warranty Deed","Normal",240000,0,3,7.76556908109732,235.8,4.61512051684126,"Yes","Yes","No","No","Yes",0,0
"850",850,"split","low density",80,9.16951837745593,"Reg","Lvl","FR2","Gtl","Veenker","near street","1Fam","foyer",6,7,3.46573590279973,0,"Hip","Shingle","Ply","Ply","Brick",5.88887795833288,"3","3","CBlock",3,3,1,"1",0,1,0,6.2709884318583,6.2709884318583,"GasA",4,"Y","SBrkr",6.9985096422506,6.63594655568665,0,-Inf,0,0,2,1,3,1,5,7,"Typ",1,3,5,1976,5,2,6.24027584517077,3,3,"Y",4.7361984483945,4.61512051684126,0,0,0,8,2007,"Warranty Deed","Normal",187000,1,2,7.52563997504154,265,3.46573590279973,"Yes","Yes","No","No","No",0,0
"851",851,"projects","medium-high density",36,8.39728289474368,"Reg","Lvl","Inside","Gtl","CollgCr","Normal","TwnhsE","1 story",6,5,1.6094379124341,1,"Gable","Shingle","Synthetic","Synthetic","Brick",5.14166355650266,"3","2","PConc",4,3,3,"6",6.49223983502047,1,0,5.24702407216049,6.74405918631135,"GasA",4,"Y","SBrkr",6.74405918631135,0,0,-Inf,1,0,1,0,1,1,5,3,"Typ",0,0,5,2003,5,2,6.04263283368238,3,3,"Y",4.94875989037817,0,0,0,0,11,2007,"Warranty Deed","Normal",131500,0,2,7.3178761986265,282.666666666667,1.6094379124341,"Yes","No","No","No","No",0,0
"852",852,"projects","low density",49.4,8.06965530688617,"Reg","Lvl","Inside","Gtl","Blmngtn","Normal","TwnhsE","1 story",8,5,1.38629436111989,1,"Gable","Shingle","Synthetic","Synthetic","Brick",3.71357206670431,"3","2","PConc",4,3,4,"1",0,1,0,7.14991683613211,7.14991683613211,"GasA",4,"Y","SBrkr",7.2841348061952,0,0,-Inf,0,0,2,0,2,1,5,7,"Typ",1,3,5,2003,5,2,5.99396142730657,3,3,"Y",4.969813299576,3.04452243772342,0,0,0,5,2006,"Warranty Deed","Normal",215000,0,2,7.28344822875663,208,1.38629436111989,"Yes","Yes","No","No","No",0,0
"853",853,"2 story newer","low density",53,8.87178596915065,"Reg","Lvl","Inside","Gtl","Crawfor","Normal","1Fam","2 stories",7,5,4.20469261939097,0,"Gable","Shingle","Stucco","Stucco","None",0,"2","3","CBlock",3,3,1,"3",5.89989735358249,1,0,6.31896811374643,6.82328612235569,"GasA",3,"Y","SBrkr",6.82328612235569,6.59167373200866,0,-Inf,0,0,2,0,4,1,5,7,"Typ",2,4,5,1941,5,1,5.48479693349065,3,3,"Y",0,0,0,4.84418708645859,0,8,2007,"Warranty Deed","Normal",164000,0,2,7.60589000105312,235.142857142857,4.20469261939097,"No","No","No","No","Yes",0,1
"854",854,"split","low density",102.6,9.40054742304413,"IR1","Lvl","Corner","Gtl","NAmes","Normal","1Fam","foyer",6,6,3.8286413964891,1,"Gable","Shingle","Stucco","Ply","Brick",4.75359019110636,"2","3","CBlock",3,3,4,"3",6.33682573114644,1,0,6.33505425149806,7.028201432058,"GasA",2,"Y","SBrkr",7.27655640271871,0,0,-Inf,0,0,1,1,3,1,5,7,"Typ",1,2,5,1964,5,2,6.4707995037826,3,3,"Y",5.19849703126583,0,0,0,0,8,2009,"Warranty Deed","Normal",158000,1,1,7.60539236481493,206.428571428571,3.8286413964891,"Yes","No","No","No","No",0,1
"855",855,"1 story (new styles)","low density",102,9.79367268652892,"Reg","Lvl","Inside","Gtl","Sawyer","Normal","1Fam","1 story",5,4,3.95124371858143,0,"Hip","Shingle","Stucco","Ply","None",0,"2","2","CBlock",3,3,2,"5",5.7268477475872,3,6.99025650049388,5.92157841964382,7.47533923656674,"GasA",2,"Y","SBrkr",7.48436864328613,0,0,-Inf,1,0,1,1,3,1,5,6,"Typ",1,4,5,1955,5,2,6.12029741895095,3,3,"Y",0,6.03787091992214,0,5.74620319054015,0,7,2006,"Warranty Deed","Abnorml",170000,1,2,8.06148686687133,296.5,3.95124371858143,"No","Yes","No","No","Yes",0,0
"856",856,"1 story (new styles)","low density",61.8,8.83884181343129,"IR1","Lvl","Corner","Gtl","Sawyer","Normal","1Fam","1 story",5,8,3.89182029811063,0,"Gable","Shingle","Ply","Ply","None",0,"2","3","CBlock",3,3,1,"5",6.49223983502047,1,0,5.94542060860658,6.94793706861497,"GasA",4,"Y","SBrkr",6.94793706861497,0,0,-Inf,1,0,1,1,3,1,5,6,"Typ",0,0,5,1962,5,1,5.56452040732269,3,3,"Y",0,4.65396035015752,0,0,0,4,2010,"Warranty Deed","Normal",127000,1,2,7.43779512167193,173.333333333333,3.89182029811063,"No","Yes","No","No","No",0,0
