Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalHalfBath,TotalFullBath,TotalFinSF,AbvGrndRoomSize,YrSold_Garage_Difference,hasDeck,hasOpenPorch,hasEnlosedPorch,hasX3SsnPorch,hasScreenPorch,hasPool,hasFence,Set
1094,1-Story (Newer),Low Density,71,9.130214327,Reg,Lvl,Corner,Gtl,NAmes,Near Street,1Fam,1-story,5,8,3.737669618,0,Hip,Shingle,Stucco,Stucco,Stone,5.117993812,2,2,CBlock,3,3,2,6,6.495265556,1,0,5.318119994,6.762729507,GasA,3,Y,SBrkr,7.090909822,0,0,7.090076836,1,0,1,1,1,1,4,6,Typ,0,0,5,1977,5,2,6.785587645,3,3,Y,0,4.17438727,0,0,0,10,2006,Warranty Deed,Normal,146000,1,2,7.528869257,200,3.401197382,No,Yes,No,No,No,0,1,Train
1095,1-Story (Newer),Low Density,74,8.677269139,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,7,4.007333185,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,4,5.517452896,3,5.484796933,6.107022888,6.842683282,GasA,4,Y,SBrkr,6.842683282,0,0,6.841615476,1,0,1,0,2,1,3,4,Typ,0,0,5,1956,5,1,5.733341277,3,3,Y,0,0,4.394449155,5.081404365,0,5,2010,Warranty Deed,Normal,129000,0,2,7.261225092,234,4.007333185,No,No,Yes,No,Yes,0,0,Train
1096,1-Story (Newer),Low Density,78,9.139595967,IR1,Lvl,Inside,Gtl,CollgCr,Normal,1Fam,1-story,6,5,0.693147181,1,Gable,Shingle,Synthetic,Synthetic,None,0,3,2,PConc,4,3,1,6,3.218875825,1,0,7.163172391,7.181591945,GasA,3,Y,SBrkr,7.181591945,0,0,7.180831199,0,0,2,0,3,1,4,6,Typ,1,4,5,2006,5,2,6.089044875,3,3,Y,0,3.135494216,0,0,0,3,2007,Warranty Deed,Normal,176432,0,2,7.198931241,219,0.693147181,No,Yes,No,No,No,0,0,Train
1097,2-story (Older),Medium-High Density,60,8.836664586,Reg,Lvl,Inside,Gtl,IDOTRR,Normal,1Fam,2-story,6,7,4.543294782,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,PConc,3,3,1,1,0,1,0,6.529418838,6.529418838,GasA,2,Y,SBrkr,6.651571874,6.368187186,0,7.211556733,0,0,1,1,3,1,4,7,Typ,0,0,0,0,0,0,0,0,0,Y,4.919980926,0,4.753590191,0,0,3,2007,Warranty Deed,Normal,127000,1,1,7.211556733,193.5714286,7.604894481,Yes,No,Yes,No,No,0,0,Train
1098,Projects,Low Density,52.6,8.215006433,Reg,Lvl,Inside,Gtl,StoneBr,Normal,TwnhsE,1-story,8,5,3.091042453,1,Gable,Shingle,Ply,Ply,None,0,3,2,CBlock,4,3,1,1,0,1,0,6.980075941,6.980075941,GasA,4,Y,SBrkr,6.993015123,0,0,6.992096427,0,0,1,1,2,1,4,5,Typ,0,0,5,1987,5,2,6.135564891,3,3,Y,0,4.317488114,4.927253685,0,0,10,2007,Warranty Deed,Normal,170000,1,1,6.992096427,217.6,3.044522438,No,Yes,Yes,No,No,0,0,Train
1099,1-1/2 Story,Medium-High Density,50,8.699514748,Reg,Lvl,Inside,Gtl,BrkSide,Normal,1Fam,1-1/2-story,4,6,4.304065093,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,BrkTil,3,3,1,4,6.51174533,1,0,0,6.51174533,GasA,2,Y,SBrkr,6.630683386,6.342121419,0,7.188412736,0,0,1,0,3,1,3,6,Typ,0,0,5,1936,5,1,5.484796933,3,3,Y,0,0,0,0,0,7,2009,Warranty Deed,Normal,128000,0,1,7.598900457,220.6666667,4.304065093,No,No,No,No,No,0,0,Train
1100,1-Story (Newer),Low Density,82,9.382611593,IR1,Lvl,Inside,Gtl,NWAmes,Near Railroad,1Fam,1-story,7,5,3.465735903,1,Gable,Shingle,Ply,Ply,Stone,5.332718793,2,2,CBlock,4,3,1,5,6.558197803,1,0,6.342121419,7.148345744,GasA,2,Y,SBrkr,7.379008128,0,0,7.378383713,0,0,2,0,3,1,3,7,Typ,1,3,5,1978,5,2,6.171700597,3,3,Y,0,0,0,0,0,4,2009,CourtDeed_Estate,Abnorml,157000,0,2,7.742835955,228.7142857,3.465735903,No,No,No,No,No,0,0,Train
1101,1-Story (Older),Low Density,60,9.035986985,Reg,Bnk,Inside,Gtl,SWISU,Normal,1Fam,1-story,2,5,4.49980967,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,2,1,3,5.673323267,1,0,0,5.673323267,GasA,2,N,FuseF,6.084499413,0,0,6.08221891,0,0,1,0,1,1,2,3,Typ,0,0,5,1930,5,1,5.509388337,3,3,N,0,0,0,0,0,1,2009,Warranty Deed,Normal,60000,0,1,6.590301048,146,4.382026635,No,No,No,No,No,0,0,Train
1102,1-Story (Newer),Low Density,61,9.18584274,IR1,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,5,3.610917913,1,Gable,Shingle,Ply,Stucco,None,0,2,2,CBlock,3,3,1,4,6.023447593,2,5.66296048,5.529429088,6.857514063,GasA,2,Y,SBrkr,6.857514063,0,0,6.856461985,0,0,1,0,3,1,3,5,Typ,0,0,5,1981,5,1,5.638354669,3,3,Y,0,0,0,0,0,7,2007,Warranty Deed,Normal,119500,0,1,7.407924323,190,3.295836866,No,No,No,No,No,0,0,Train
1103,1-Story (Newer),Low Density,70,8.853665428,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,7,3.871201011,0,Gable,Shingle,Stucco,Stucco,Stone,3.828641396,2,2,CBlock,3,3,1,3,6.378426184,1,0,6.047372179,6.918695219,GasA,4,Y,SBrkr,7.03438793,0,0,7.033506484,0,0,1,0,2,1,3,6,Typ,0,0,5,1960,5,1,5.541263545,3,3,Y,0,2.833213344,0,0,0,4,2007,Warranty Deed,Family,135000,0,1,7.451241685,189,3.871201011,No,Yes,No,No,No,0,1,Train
1104,1-Story (Newer),Low Density,79,9.09492952,Reg,Lvl,Corner,Gtl,NAmes,Normal,1Fam,1-story,6,6,3.871201011,1,Hip,Shingle,Brick,Brick,None,0,2,2,CBlock,3,3,2,5,6.486160789,1,0,0,6.486160789,GasA,4,Y,SBrkr,7.085901464,0,0,7.085064294,0,1,1,0,3,1,3,6,Typ,1,2,5,1954,5,2,6.29156914,3,3,Y,0,0,5.262690189,0,0,7,2006,Warranty Deed,Normal,159500,1,1,7.522400231,199,3.970291914,No,No,Yes,No,No,0,0,Train
1105,Projects,Medium-High Density,24,7.608870629,Reg,Lvl,Inside,Gtl,BrDale,Normal,TwnhsE,2-story,5,5,3.63758616,1,Gable,Shingle,Ply,Ply,Stone,5.720311777,2,2,CBlock,3,3,1,1,0,1,0,6.447305863,6.447305863,GasA,2,Y,SBrkr,6.447305863,6.51174533,0,7.171656823,0,0,2,1,3,1,3,6,Typ,0,0,5,1970,5,2,6.089044875,3,3,Y,0,0,0,0,0,4,2007,Warranty Deed,Normal,106000,1,2,7.171656823,217,3.63758616,No,No,No,No,No,0,0,Train
1106,2-story (Newer),Low Density,98,9.413770892,IR1,Lvl,Corner,Gtl,NoRidge,Normal,1Fam,2-story,8,5,2.833213344,0,Gable,Shingle,Ply,Ply,Stone,5.894402834,3,2,PConc,5,3,3,6,6.940222469,1,0,6.068425588,7.288927695,GasA,4,Y,SBrkr,7.313886832,7.023758955,0,7.871692664,1,0,2,1,3,1,4,9,Typ,2,3,5,1994,5,2,6.56948142,3,3,Y,5.231108617,3.496507561,0,0,0,4,2010,Warranty Deed,Normal,325000,1,3,8.203577737,291.3333333,2.833213344,Yes,Yes,No,No,No,0,0,Train
1107,1-Story (Newer),Low Density,114,9.245417899,IR1,Lvl,Corner,Gtl,SawyerW,Near Street,1Fam,1-story,7,5,2.890371758,0,Hip,Shingle,Ply,Ply,None,0,3,2,PConc,4,3,2,6,6.605297921,1,0,5.153291594,6.814542897,GasA,3,Y,SBrkr,7.274479559,0,0,7.273786318,1,0,2,0,3,1,4,6,Typ,1,3,5,1990,5,2,6.579251212,3,3,Y,0,5.501258211,0,0,0,5,2007,Warranty Deed,Normal,179900,0,3,7.687080156,240.3333333,2.890371758,No,Yes,No,No,No,0,0,Train
1108,2-story (Newer),Low Density,168,10.05436144,IR3,HLS,CulDSac,Gtl,Gilbert,Normal,1Fam,2-story,7,5,0,1,Gable,Shingle,Synthetic,Synthetic,None,0,3,2,PConc,5,4,1,1,0,1,0,6.767343125,6.767343125,GasA,4,Y,SBrkr,6.788971743,7.03438793,0,7.611347717,0,0,2,1,3,1,4,9,Typ,1,4,5,2006,5,2,6.047372179,3,3,Y,0,4.615120517,0,0,0,9,2006,New Home,Partial,274725,1,2,7.611347717,224.5555556,0,No,Yes,No,No,No,0,0,Train
1109,2-story (Newer),Low Density,62.4,8.995040975,Reg,Lvl,Inside,Gtl,Gilbert,Normal,1Fam,2-story,6,5,2.079441542,1,Gable,Shingle,Synthetic,Synthetic,None,0,2,2,PConc,4,3,1,1,0,1,0,6.829793738,6.829793738,GasA,4,Y,SBrkr,6.855408799,6.610696045,0,7.432483808,0,0,2,1,3,1,3,7,Typ,1,3,5,2000,5,2,6.139884552,3,3,Y,4.615120517,3.891820298,0,0,0,11,2007,Warranty Deed,Abnorml,181000,1,2,7.432483808,241.4285714,2.079441542,Yes,Yes,No,No,No,0,0,Train
1110,1-Story (Newer),Low Density,107,9.338029733,IR1,Lvl,Inside,Gtl,NridgHt,Normal,1Fam,1-story,8,5,1.791759469,0,Gable,Shingle,Stucco,Stucco,Stone,3.761200116,3,2,PConc,5,3,2,6,6.946975992,1,0,6.682108597,7.515889085,GasA,4,Y,SBrkr,7.515889085,0,0,7.515344571,1,0,2,0,3,1,4,7,Typ,1,4,5,2004,5,3,6.760414691,3,3,Y,4.836281907,5.225746674,0,0,0,3,2009,Warranty Deed,Normal,280000,0,3,7.963807953,262.2857143,1.791759469,Yes,Yes,No,No,No,0,0,Train
1111,2-story (Newer),Low Density,54.4,8.987196821,Reg,Lvl,Inside,Gtl,Gilbert,Normal,1Fam,2-story,6,5,2.63905733,0,Gable,Shingle,Ply,Ply,None,0,2,2,PConc,4,3,1,6,5.393627546,1,0,6.318968114,6.651571874,GasA,3,Y,SBrkr,6.651571874,6.786716951,0,7.413367336,1,0,2,1,3,1,3,8,Typ,1,3,5,1995,5,2,6.068425588,3,3,Y,5.416100402,4.442651256,0,0,0,6,2008,Warranty Deed,Normal,188000,1,3,7.537430037,207.25,2.63905733,Yes,Yes,No,No,No,0,0,Train
1112,2-story (Newer),Low Density,80,9.257223958,Reg,Lvl,Inside,Gtl,NWAmes,Normal,1Fam,2-story,7,6,3.496507561,1,Hip,Shingle,Ply,Ply,Stone,6.49375384,2,2,CBlock,3,3,1,5,6.001414878,1,0,5.993961427,6.689599269,GasA,2,Y,SBrkr,7.002155954,6.765038977,0,7.582738489,0,0,2,1,4,1,3,8,Typ,1,4,5,1976,5,2,6.182084907,3,3,Y,0,4.248495242,0,0,0,9,2008,Warranty Deed,Normal,205000,1,2,7.76937861,245.5,3.496507561,No,Yes,No,No,No,0,0,Train
1113,1-Story (Newer),Low Density,73,8.867850063,IR1,Lvl,Corner,Gtl,NAmes,Normal,1Fam,1-story,5,7,3.912023005,1,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,6,6.563855527,1,0,4.691347882,6.705639095,GasA,2,Y,FuseA,6.705639095,0,0,6.704414355,1,0,1,0,2,1,3,5,Typ,0,0,5,1957,5,1,5.733341277,3,3,Y,0,0,0,0,0,7,2006,Warranty Deed,Normal,129900,0,2,7.329093736,163.2,3.912023005,No,No,No,No,No,0,0,Train
1114,1-Story (Newer),Low Density,66,9.096387492,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,7,4.007333185,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,CBlock,3,3,1,4,6.467698726,1,0,5.902633333,6.91671502,GasA,3,Y,SBrkr,6.91671502,0,0,6.915723449,1,0,1,0,2,1,4,6,Typ,0,0,5,1953,5,1,5.484796933,3,3,Y,0,2.944438979,0,0,0,5,2007,Warranty Deed,Normal,134500,0,2,7.409136444,168,4.007333185,No,Yes,No,No,No,0,0,Train
1115,1-Story (Newer),Low Density,90,8.594154233,Reg,Lvl,Inside,Gtl,OldTown,Normal,1Fam,1-story,5,7,3.970291914,0,Gable,Shingle,Stucco,Stucco,None,0,2,3,CBlock,3,3,1,3,6.03068526,1,0,6.03787092,6.726233402,GasA,4,Y,SBrkr,6.726233402,0,0,6.725033642,0,0,1,0,2,1,4,4,Typ,0,0,5,1955,5,1,5.789960171,3,3,Y,0,0,0,0,0,8,2006,Warranty Deed,Normal,117000,0,1,7.129297549,208.25,3.951243719,No,No,No,No,No,0,1,Train
1116,1-Story (Newer),Low Density,93,9.399720293,Reg,Lvl,Inside,Gtl,NridgHt,Normal,1Fam,1-story,8,5,0,1,Hip,Shingle,Synthetic,Synthetic,Stone,5.796057751,3,2,PConc,5,3,1,6,6.91274282,1,0,6.59441346,7.458762692,GasA,4,Y,SBrkr,7.458762692,0,0,7.458186157,1,0,2,0,3,1,5,7,Typ,1,4,5,2007,5,3,6.834108739,3,3,Y,0,0,0,0,0,11,2007,New Home,Partial,318000,0,3,7.914983006,247.7142857,0,No,No,No,No,No,0,0,Train
1117,Split,Low Density,60.6,8.955448122,Reg,Lvl,Inside,Gtl,Gilbert,Normal,1Fam,Split,8,5,2.079441542,1,Hip,Shingle,Synthetic,Synthetic,None,0,3,2,PConc,4,3,1,6,5.869296913,1,0,4.025351691,6.013715156,GasA,4,Y,SBrkr,6.65929392,6.463029457,0,7.257707677,1,0,2,1,3,1,4,7,Typ,1,3,5,2002,5,2,6.269096284,3,3,Y,4.795790546,0,0,0,0,3,2009,Warranty Deed,Normal,184100,1,3,7.479864131,202.7142857,2.079441542,Yes,No,No,No,No,0,0,Train
1118,1-Story (Newer),Low Density,57,9.186457432,IR1,Lvl,FR2,Gtl,Sawyer,Near Street,1Fam,1-story,5,7,3.737669618,0,Gable,Shingle,Synthetic,Synthetic,None,0,2,2,CBlock,3,3,1,4,6.555356892,1,0,5.262690189,6.796823718,GasA,4,Y,SBrkr,6.796823718,0,0,6.795705775,1,0,1,0,3,1,4,5,Typ,0,0,5,1967,5,2,6.11146734,3,3,Y,0,0,0,0,0,5,2008,Warranty Deed,Normal,130000,0,2,7.375255778,178.8,3.737669618,No,No,No,No,No,0,0,Train
1119,Split,Low Density,85,9.534233826,Reg,Lvl,Inside,Gtl,Sawyer,Normal,1Fam,Split,5,6,3.931825633,0,Gable,Shingle,Stucco,Stucco,None,0,2,3,CBlock,3,3,1,1,0,1,0,6.280395839,6.280395839,GasA,2,Y,SBrkr,6.929516771,6.364750757,0,7.378383713,0,1,1,0,3,1,3,6,Min2,0,0,5,1958,5,1,5.707110265,3,3,Y,5.638354669,3.555348061,0,0,0,12,2008,Warranty Deed,Normal,140000,1,1,7.378383713,266.8333333,3.931825633,Yes,Yes,No,No,No,0,0,Train
1120,1-Story (Newer),Low Density,70,8.930626469,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,5,5,3.871201011,1,Gable,Shingle,Brick,Stucco,None,0,2,2,CBlock,3,3,1,2,5.913503006,1,0,6.510258341,6.947937069,GasA,2,Y,FuseA,6.947937069,0,0,6.946975992,0,0,1,0,3,1,3,6,Typ,0,0,5,1959,5,1,5.659482216,3,3,Y,4.94875989,0,5.533389489,0,0,7,2006,Warranty Deed,Normal,133700,0,1,7.250635512,173.3333333,3.871201011,Yes,No,Yes,No,No,0,1,Train
1121,1-Story (Older),Medium-High Density,59,9.019542997,Reg,Bnk,Inside,Mod,IDOTRR,Normal,1Fam,1-story,6,5,4.477336814,0,Gable,Shingle,Brick,Brick,None,0,2,2,BrkTil,3,3,1,1,0,1,0,6.920671504,6.920671504,GasA,2,Y,FuseA,6.920671504,0,0,6.91968385,0,0,1,0,2,1,3,6,Typ,1,4,5,1920,5,1,5.733341277,3,3,Y,0,3.135494216,4.727387819,0,0,5,2007,Warranty Deed,Normal,118400,0,1,6.91968385,168.6666667,4.477336814,No,Yes,Yes,No,No,0,1,Train
1122,1-Story (Newer),Low Density,84,9.218705288,Reg,Lvl,Inside,Gtl,CollgCr,Normal,1Fam,1-story,7,5,0.693147181,0,Gable,Shingle,Synthetic,Synthetic,Stone,5.283203729,3,2,PConc,4,3,3,6,3.218875825,1,0,7.332369206,7.347943823,GasA,4,Y,SBrkr,7.347943823,0,0,7.347299701,0,0,2,0,3,1,4,7,Typ,0,0,5,2005,5,3,6.663132696,3,3,Y,4.976733742,3.044522438,0,0,0,7,2006,New Home,Partial,212900,0,2,7.36264527,221.7142857,0.693147181,Yes,Yes,No,No,No,0,0,Train
1123,1-Story (Newer),Low Density,69.4,9.096723645,IR1,Lvl,Corner,Gtl,Edwards,Normal,1Fam,1-story,4,3,3.988984047,1,Gable,Shingle,Shingle,Shingle,None,0,2,2,CBlock,3,3,1,1,0,1,0,6.51174533,6.51174533,GasA,4,Y,FuseA,6.867974409,0,0,6.866933284,0,0,1,0,3,1,3,5,Typ,0,0,5,1956,5,1,5.666426688,3,3,Y,4.17438727,0,0,5.081404365,0,10,2009,CourtDeed_Estate,Abnorml,112000,0,1,6.866933284,192,3.988984047,Yes,No,No,No,Yes,0,1,Train
1124,1-Story (Newer),Low Density,50,9.148996742,Reg,Lvl,Inside,Gtl,Edwards,Normal,1Fam,1-story,5,9,4.143134726,0,Hip,Shingle,Synthetic,Synthetic,None,0,2,4,CBlock,3,3,1,1,0,1,0,6.549650742,6.549650742,GasA,4,Y,SBrkr,6.549650742,0,0,6.548219103,0,1,1,0,2,1,3,4,Typ,0,0,0,0,0,0,0,0,0,Y,0,5.303304908,0,0,0,6,2009,Warranty Deed,Normal,118000,1,1,6.548219103,174.5,7.605890001,No,Yes,No,No,No,0,0,Train
1125,Split,Low Density,67.2,9.118773178,IR1,Lvl,Inside,Gtl,Gilbert,Normal,1Fam,Split,7,5,2.772588722,1,Gable,Shingle,Ply,Ply,Stone,5.141663557,2,2,PConc,4,3,1,1,0,1,0,5.953243334,5.953243334,GasA,3,Y,SBrkr,6.70073111,6.508769137,0,7.301147806,0,0,2,1,3,1,4,7,Typ,1,3,5,1992,5,2,5.973809612,3,3,Y,4.615120517,3.258096538,0,0,0,7,2007,Warranty Deed,Normal,163900,1,2,7.301147806,211.7142857,2.772588722,Yes,Yes,No,No,No,0,0,Train
1126,1-Story (Newer),Low Density,60,9.252824984,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-story,4,5,4.007333185,1,Gable,Shingle,Ply,Ply,None,0,2,2,CBlock,3,3,1,1,0,1,0,6.913737351,6.913737351,GasA,2,Y,SBrkr,6.913737351,0,0,6.91274282,0,0,1,0,2,1,2,5,Typ,1,3,5,1977,5,2,6.51174533,2,2,Y,0,0,0,0,0,11,2009,Warranty Deed,Normal,115000,0,1,6.91274282,201,3.496507561,No,No,No,No,No,0,0,Train
1127,Projects,Low Density,53,8.211754397,Reg,Lvl,Inside,Gtl,Blmngtn,Normal,TwnhsE,1-story,7,5,1.098612289,1,Hip,Shingle,Synthetic,Synthetic,Stone,4.875197323,3,2,PConc,4,3,1,1,0,1,0,7.225481473,7.225481473,GasA,4,Y,SBrkr,7.349873705,0,0,7.349230825,0,0,2,0,2,1,4,7,Typ,1,3,5,2007,5,3,6.49375384,3,3,Y,4.9698133,3.044522438,0,0,0,6,2009,Warranty Deed,Normal,174000,0,2,7.349230825,222.1428571,1.098612289,Yes,Yes,No,No,No,0,0,Train
1128,1-Story (Newer),Low Density,182,9.586857158,IR3,Lvl,Corner,Gtl,Gilbert,Normal,1Fam,1-story,7,5,1.386294361,1,Hip,Shingle,Synthetic,Synthetic,None,0,3,2,PConc,4,3,3,6,7.170888479,1,0,5.442417711,7.333676396,GasA,4,Y,SBrkr,7.333676396,0,0,7.333023014,1,0,2,0,3,1,4,7,Typ,1,4,5,2004,5,3,6.447305863,3,3,Y,4.976733742,3.610917913,0,0,0,11,2007,Warranty Deed,Family,259000,0,3,7.948031991,218.5714286,1.386294361,Yes,Yes,No,No,No,0,0,Train
1129,2-story (Newer),Low Density,59,9.37551577,IR1,Lvl,Inside,Gtl,Gilbert,Normal,1Fam,2-story,7,5,1.386294361,0,Gable,Shingle,Synthetic,Synthetic,None,0,3,2,PConc,4,3,3,1,0,1,0,6.742880636,6.742880636,GasA,4,Y,SBrkr,6.742880636,7.014814351,0,7.580189418,0,0,2,1,4,1,4,8,Typ,1,4,5,2004,5,2,6.075346031,3,3,Y,4.615120517,3.891820298,0,0,0,7,2007,Warranty Deed,Normal,215000,1,2,7.580189418,244.875,1.386294361,Yes,Yes,No,No,No,0,0,Train
1130,Duplex,Medium-High Density,60,8.881836305,Reg,Lvl,Inside,Gtl,OldTown,Normal,Duplex,Split,5,5,3.33220451,1,Gable,Shingle,Stucco,Stucco,Stone,5.198497031,2,2,CBlock,4,3,4,6,6.842683282,1,0,0,6.842683282,GasA,2,Y,SBrkr,6.842683282,0,0,6.841615476,1,0,1,0,2,1,3,4,Typ,0,0,5,1980,5,2,6.51174533,3,3,Y,3.912023005,0,0,0,0,8,2007,Warranty Deed,Normal,140000,0,2,7.534762657,234,3.33220451,Yes,No,No,No,No,0,0,Train
1131,1-1/2 Story,Low Density,65,8.962391702,Reg,Lvl,Inside,Gtl,SWISU,Normal,1Fam,1-1/2-story,4,3,4.406719247,0,Gable,Shingle,Stucco,Ply,None,0,2,2,BrkTil,3,3,1,4,6.434546519,1,0,6.216606101,7.023758955,GasA,2,Y,SBrkr,7.192182059,6.483107351,0,7.591357047,1,0,2,0,4,1,4,7,Min2,2,3,5,1981,5,2,6.357842267,3,3,Y,6.068425588,3.80666249,0,0,0,12,2009,Warranty Deed,Normal,135000,0,3,7.864419905,283,3.36729583,Yes,Yes,No,No,No,0,1,Train
1132,1-Story (Newer),Low Density,63,9.279119887,Reg,Lvl,Inside,Gtl,Mitchel,Normal,1Fam,1-story,5,5,2.833213344,0,Gable,Shingle,Ply,Ply,None,0,2,2,PConc,4,3,2,4,5.361292166,1,0,6.637258031,6.882437471,GasA,2,Y,SBrkr,6.882437471,0,0,6.881411304,0,0,1,0,3,1,3,5,Typ,0,0,0,0,0,0,0,0,0,Y,0,3.36729583,0,0,0,9,2007,Other,Abnorml,93500,0,1,7.07834158,194.8,7.604894481,No,Yes,No,No,No,0,1,Train
1133,2-story (Older),Medium-High Density,90,9.200290036,Reg,Lvl,Inside,Gtl,OldTown,Normal,1Fam,2-story,6,4,4.852030264,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,BrkTil,3,3,2,1,0,1,0,6.91671502,6.91671502,GasW,2,Y,SBrkr,7.072421901,6.940222469,0,7.700747795,0,0,2,0,5,1,2,8,Typ,0,0,5,1930,5,1,5.327876169,2,3,N,0,3.891820298,0,0,0,5,2007,Warranty Deed,Normal,117500,0,2,7.700747795,276.25,4.356708827,No,Yes,No,No,No,0,0,Train
1134,2-story (Newer),Low Density,80,9.192990734,IR1,Lvl,Inside,Gtl,SawyerW,Normal,1Fam,2-story,8,5,2.708050201,1,Gable,Shingle,Synthetic,Synthetic,None,0,3,2,PConc,4,3,1,6,6.371611847,1,0,6.300785795,7.029087564,GasA,4,Y,SBrkr,7.041411664,6.778784898,0,7.61085279,0,0,2,1,3,1,4,8,Typ,1,3,5,1995,5,2,6.146329258,3,3,Y,0,5.049856007,0,0,0,6,2009,Warranty Deed,Normal,239500,1,2,7.864804003,252.5,2.708050201,No,Yes,No,No,No,0,0,Train
1135,2-story (Newer),Low Density,57,9.079434102,IR1,HLS,Inside,Gtl,Gilbert,Normal,1Fam,2-story,6,5,2.397895273,1,Gable,Shingle,Synthetic,Synthetic,None,0,2,2,PConc,4,3,3,1,0,1,0,6.821107472,6.821107472,GasA,3,Y,SBrkr,6.821107472,6.529418838,0,7.377758908,0,0,2,1,3,1,3,7,Typ,1,3,5,1997,5,2,6.133398043,3,3,Y,4.615120517,3.663561646,0,0,0,8,2007,Warranty Deed,Normal,169000,1,2,7.377758908,228.5714286,2.397895273,Yes,Yes,No,No,No,0,0,Train
1136,1-Story (Older),Medium-High Density,60,8.72907355,Reg,Lvl,Corner,Gtl,BrkSide,Normal,1Fam,1-story,6,5,4.406719247,0,Gable,Shingle,Stucco,Stucco,None,0,2,2,BrkTil,3,3,1,1,0,1,0,6.867974409,6.867974409,GasA,2,N,SBrkr,6.894670039,0,0,6.893656355,0,0,1,0,2,1,3,5,Typ,1,4,5,1926,5,1,5.198497031,3,3,Y,0,4.859812404,0,0,0,5,2007,Warranty Deed,Normal,102000,0,1,6.893656355,197.2,4.406719247,No,Yes,No,No,No,0,0,Train
1137,1-1/2 Story,Low Density,80,9.169518377,Reg,Lvl,Inside,Gtl,NAmes,Normal,1Fam,1-1/2-story,6,5,4.077537444,1,Gable,Shingle,Synthetic,Synthetic,None,0,2,2,CBlock,3,3,1,4,5.638354669,1,0,6.624065228,6.940222469,GasA,2,Y,FuseA,6.940222469,5.398162702,0,7.132497552,0,0,1,0,3,1,3,6,Typ,0,0,5,1950,5,1,5.666426688,3,3,Y,0,0,4.574710979,0,0,4,2008,Warranty Deed,Abnorml,119000,0,1,7.33432935,208.6666667,4.077537444,No,No,Yes,No,No,0,0,Train
1138,1-1/2 Story,Low Density,54,8.754949455,Reg,Lvl,Inside,Gtl,Sawyer,Near Street,1Fam,1-1/2-story,5,8,4.912654886,0,Gable,Shingle,Synthetic,Synthetic,None,0,2,3,CBlock,3,3,1,1,0,1,0,6.66057515,6.66057515,GasA,3,N,SBrkr,6.66057515,5.484796933,0,6.927557906,0,0,1,0,2,1,3,6,Typ,0,0,0,0,0,0,0,0,0,N,0,0,5.176149733,0,0,5,2010,Warranty Deed,Normal,94000,0,1,6.927557906,170,7.60638739,No,No,Yes,No,No,0,0,Train
1139,1-Story (Newer),Low Density,61.6,9.192074563,IR1,Lvl,Inside,Mod,Mitchel,Normal,1Fam,1-story,6,5,3.496507561,1,Gable,Shingle,Ply,Synthetic,None,0,2,2,PConc,3,3,4,5,7.357556201,1,0,0,7.357556201,GasA,2,Y,SBrkr,7.357556201,0,0,7.356918242,1,0,2,0,2,1,4,5,Typ,2,3,5,1977,5,2,6.572282543,3,3,Y,5.579729826,3.496507561,0,0,0,5,2009,Warranty Deed,Normal,196000,0,3,8.050065423,313.4,3.496507561,Yes,Yes,No,No,No,0,0,Train
