,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MiscVal,MoSold,YrSold,YrSold_Garage_Difference,hasPool,hasFence,TotalHalfBath,TotalFullBath,TotalFinSF,AbvGrndRoomSize,MSSubClass_1-Story (Newer),MSSubClass_1-Story (Older),MSSubClass_2-story (Newer),MSSubClass_2-story (Older),MSSubClass_Duplex,MSSubClass_Projects,MSSubClass_Split,MSZoning_Low Density,MSZoning_Medium-High Density,MSZoning_Other,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Near Railroad,Condition1_Near Street,Condition1_Normal,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1-story,HouseStyle_2-story,HouseStyle_Split,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Metal,RoofMatl_Shingle,RoofMatl_Wood,Exterior1st_Concrete,Exterior1st_Ply,Exterior1st_Shingle,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_Synthetic,Exterior2nd_Concrete,Exterior2nd_Other,Exterior2nd_Ply,Exterior2nd_Shingle,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_Synthetic,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_None,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,PavedDrive_P,PavedDrive_Y,SaleType_LowInterest_DownPayment,SaleType_New Home,SaleType_Other,SaleType_Regular Terms,SaleType_Warranty Deed,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,hasDeck_Yes,hasOpenPorch_Yes,hasEnlosedPorch_Yes,hasX3SsnPorch_Yes,hasScreenPorch_Yes
609,61.0,8.98004631663313,4,5,3.85014760171006,1,5.26269018890489,2,1,3,3,2,3,6.80682936039218,1,0.0,4.84418708645859,6.93731408122368,3,6.93731408122368,0.0,0.0,6.93634273583405,1,0,1,0,3,1,3,5,0,0,5,1961,5,1,5.568344503761099,3,3,4.17438726989564,0.0,3.68887945411394,0.0,0.0,4,2007,3.85014760171006,0,0,0,2,2.62054212595856,1.38726854716681,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
610,,9.310185706945902,9,5,2.30258509299405,1,5.32300997913841,3,2,5,3,2,6,6.80793494369993,1,0.0,6.2859980945088605,7.27309259599952,4,7.297768282531379,6.519147287940401,0.0,7.67461749736436,1,0,2,1,3,1,5,8,2,5,5,2000,5,3,6.602587892189339,3,3,5.53733426701854,4.9628446302599105,0.0,0.0,0.0,5,2009,2.30258509299405,0,0,1,3,2.6729446449773797,0.959327187170545,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
611,,9.24908020029211,6,6,3.4011973816621603,1,5.455321115357701,2,2,4,3,3,5,6.40687998606931,1,0.0,6.0591231955818,6.9402224691196395,2,6.9402224691196395,0.0,0.0,6.93925394604151,0,1,2,0,3,1,3,6,1,3,5,1978,5,2,6.33682573114644,3,3,0.0,0.0,0.0,0.0,6.216606101084861,7,2007,3.4011973816621603,0,1,1,2,2.5912267498057697,1.15654232434025,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
612,,9.383032379794289,8,5,2.19722457733622,1,4.69134788222914,3,2,4,3,3,6,6.89871453432999,1,0.0,5.73657229747919,7.17011954344963,4,7.17011954344963,6.35262939631957,0.0,7.53476265703754,1,0,2,1,3,1,5,7,1,3,5,2001,5,2,6.276643489341639,3,3,5.08140436498446,4.81218435537242,0.0,0.0,0.0,11,2009,2.19722457733622,0,0,1,3,2.6695503133600096,1.07639466529108,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
613,70.0,9.03622505172933,5,5,0.0,1,0.0,2,2,4,3,1,5,5.332718793265371,1,0.0,6.81892406527552,7.021976423072161,4,7.021976423072161,0.0,0.0,7.021083964289139,0,0,1,0,3,1,3,6,0,0,0,0,0,0,0.0,0,0,0.0,3.43398720448515,0.0,0.0,0.0,12,2007,7.60489448081162,0,0,0,1,2.51396393126917,1.1701806607148602,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
614,21.0,7.307202314764741,4,6,3.66356164612965,1,0.0,2,2,4,3,3,2,5.01727983681492,6,6.17586727010576,0.0,6.447305862541209,4,6.447305862541209,0.0,0.0,6.44571981938558,1,0,1,0,1,1,3,3,0,0,0,0,0,0,0.0,0,0,4.57471097850338,3.2188758248682006,0.0,0.0,0.0,5,2010,7.60638738977265,0,0,0,2,2.8701048153130095,2.1485732731285303,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
615,80.0,9.0825070004663,6,7,3.8712010109078903,1,5.0562458053483095,2,3,3,3,4,6,6.63856778916652,1,0.0,5.15905529921453,6.84268328223842,4,6.96129604591017,0.0,0.0,6.96034772910131,1,0,1,0,3,1,4,6,0,0,5,1963,5,2,6.17586727010576,3,3,4.7957905455967405,0.0,0.0,0.0,0.0,5,2010,3.8712010109078903,0,1,0,2,2.60999004825866,1.16005795485022,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
616,,8.969669103793759,6,5,1.6094379124341003,0,0.0,3,2,4,3,1,6,6.126869184114191,1,0.0,5.78996017089725,6.664409020350409,4,6.69456205852109,6.5553568918106695,0.0,7.319202458767849,1,0,2,1,3,1,4,7,1,4,5,2002,5,2,5.97635090929793,3,3,4.61512051684126,4.33073334028633,0.0,0.0,0.0,6,2006,1.6094379124341003,0,0,1,3,2.59868699222557,1.04560035125255,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
617,59.0,8.88557929128298,6,6,4.00733318523247,1,0.0,2,2,3,3,1,1,0.0,1,0.0,6.7250336421668395,6.7250336421668395,3,6.7250336421668395,0.0,0.0,6.7238324408212105,0,0,1,0,2,1,4,4,0,0,5,1962,5,2,6.2709884318583,3,3,0.0,0.0,0.0,0.0,0.0,6,2008,3.85014760171006,0,0,0,1,1.9056582956673402,1.6809581102053002,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
618,90.0,9.366831168735619,9,5,0.0,1,6.11589212548303,4,2,5,3,3,6,3.89182029811063,1,0.0,7.481555701909519,7.50823877467866,4,7.51152464839087,0.0,0.0,7.5109777520140995,0,0,2,0,3,1,4,9,1,4,5,2007,5,3,6.652863029353349,3,3,0.0,4.69134788222914,0.0,5.56452040732269,0.0,7,2007,0.0,0,0,0,2,2.43385876827764,0.8345530835571221,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
619,85.0,9.412791300065301,8,5,1.79175946922805,1,5.424950017481401,3,2,4,3,4,6,6.77078942390898,1,0.0,6.41673228251233,7.301822342137929,4,7.301822342137929,6.660575149839691,0.0,7.724004656676071,1,0,2,1,4,1,4,10,2,4,5,2003,5,3,6.62007320653036,3,3,5.12989871492307,0.0,0.0,0.0,0.0,8,2008,1.79175946922805,0,0,1,3,2.67378955603504,0.772400465667607,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
620,45.0,9.0177260256968,3,3,4.55387689160054,0,0.0,2,2,3,3,1,4,3.73766961828337,1,0.0,6.71417052990947,6.76272950693188,2,6.76272950693188,0.0,0.0,6.761572768804059,1,0,1,0,2,1,3,5,0,0,0,0,0,0,0.0,0,0,0.0,0.0,4.61512051684126,0.0,0.0,9,2008,7.6053923648149295,0,0,0,2,2.35130310094956,1.3523145537608101,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
621,90.0,9.28730141311231,6,7,3.5553480614894104,0,0.0,2,2,3,3,1,5,6.86380339145295,3,5.2094861528414205,5.95324333428778,7.328437352895159,2,7.34536484041687,6.97260625130175,0.0,7.86863689418417,0,0,2,1,4,1,3,9,1,3,5,1974,5,2,6.437751649736401,3,3,3.66356164612965,5.4971682252932,0.0,0.0,0.0,6,2008,3.5553480614894104,0,0,1,2,2.99282437162628,0.8742929882426851,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
622,71.0,8.862766742283801,5,6,3.49650756146648,1,5.0369526024136295,2,2,3,3,1,4,6.3297209055227,1,0.0,6.042632833682379,6.888572459565361,2,6.888572459565361,0.0,0.0,6.887552571664621,0,0,1,0,3,1,3,6,0,0,5,1986,5,2,6.184148890937481,3,3,5.26269018890489,0.0,0.0,0.0,0.0,7,2009,3.1780538303479506,0,0,0,1,2.58152457088243,1.1479254286107698,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
623,,7.65775527113487,6,5,2.07944154167984,1,6.24222326545517,3,2,4,3,1,6,6.042632833682379,1,0.0,5.82008293035236,6.62936325343745,4,6.62936325343745,6.62936325343745,0.0,7.3211885567394805,0,0,2,1,2,1,4,4,1,3,5,2000,5,2,6.0890448754468505,3,3,0.0,3.49650756146648,0.0,0.0,0.0,6,2007,2.07944154167984,0,0,1,2,2.59255115942629,1.8302971391848701,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
624,80.0,9.24956108512946,6,5,3.5553480614894104,1,5.66642668811243,2,2,3,3,1,3,5.51342874616498,1,0.0,6.18620862390049,6.59714570188665,3,6.92067150424868,6.65801104587075,0.0,7.4899708988348,1,0,1,2,4,1,3,8,1,3,5,1972,5,2,6.184148890937481,3,3,5.00394630594546,0.0,0.0,4.99721227376411,0.0,11,2006,3.5553480614894104,0,0,2,2,2.5652108344272797,0.93624636235435,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
625,87.0,9.21034037197618,6,6,3.89182029811063,1,5.568344503761099,2,2,3,3,1,1,0.0,1,0.0,7.018401799069201,7.018401799069201,2,7.018401799069201,0.0,0.0,7.017506142941261,0,0,1,1,3,1,3,5,0,0,5,1962,5,2,6.0890448754468505,3,3,0.0,0.0,0.0,5.95583736946483,0.0,2,2010,3.89182029811063,0,0,1,1,1.94840790462812,1.40350122858825,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
626,,9.42076335888101,5,5,3.8712010109078903,0,0.0,2,2,3,3,1,1,0.0,1,0.0,6.886531642530509,6.886531642530509,2,7.26052259808985,0.0,0.0,7.2598196103631905,0,0,1,0,3,1,3,6,1,3,5,1960,5,1,5.6594822157596205,3,3,0.0,0.0,3.61091791264422,0.0,6.39859493453521,8,2007,3.8712010109078903,0,1,0,1,1.9823549814706,1.20996993506053,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
627,80.0,9.16951837745593,6,6,4.02535169073515,0,5.105945473900579,2,2,3,3,3,4,6.51471269087253,2,4.89034912822175,5.860786223465871,7.0535857271936795,4,7.32712329225929,0.0,0.0,7.32646561384032,1,0,1,0,3,1,3,7,2,4,5,1955,5,1,5.899897353582491,3,3,0.0,0.0,5.24702407216049,0.0,0.0,3,2010,4.02535169073515,0,0,0,2,2.93020806320756,1.04663794483433,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
628,70.0,9.359277484750551,5,5,3.66356164612965,1,5.26269018890489,2,2,4,3,3,3,6.478509642208571,1,0.0,5.96870755998537,6.947937068614969,2,6.947937068614969,6.947937068614969,0.0,7.64012317269536,0,1,1,2,5,1,2,9,2,3,5,1969,5,2,6.22455842927536,3,3,5.8171111599632,0.0,0.0,0.0,0.0,9,2007,3.66356164612965,0,0,3,1,2.64749540123719,0.848902574743929,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
629,82.0,9.10719961305667,6,5,3.80666248977032,1,5.560681631015531,2,2,3,3,4,6,6.437751649736401,3,5.82008293035236,5.66642668811243,7.13009851012558,2,7.2086003379602,0.0,0.0,7.207859871432481,1,0,1,1,3,1,3,6,0,0,5,1964,5,2,6.25575004175337,3,3,5.17614973257383,0.0,0.0,0.0,0.0,6,2008,3.80666248977032,0,1,1,2,2.9686536573600604,1.2013099785720802,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
630,50.0,9.104979856318359,5,6,4.84418708645859,0,0.0,2,2,2,2,1,1,0.0,1,0.0,6.4567696555721605,6.4567696555721605,2,6.993932975223191,6.49526555593701,0.0,7.46737106691756,0,0,1,0,3,1,5,8,0,0,5,1937,5,1,5.48479693349065,2,1,0.0,0.0,5.68357976733868,0.0,0.0,6,2006,4.248495242049359,0,1,0,1,2.01054300506253,0.933421383364695,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
631,34.0,8.43163530305459,8,5,0.693147180559945,1,4.69134788222914,3,2,4,4,2,6,3.2188758248682006,1,0.0,7.33367639565768,7.34923082461333,4,7.34923082461333,0.0,0.0,7.34858753092759,0,0,2,0,2,1,4,6,1,4,5,2006,5,2,6.4425401664682,3,3,5.0562458053483095,4.30406509320417,0.0,0.0,0.0,8,2007,0.693147180559945,0,0,0,2,2.35777978582051,1.22476458848793,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
632,85.0,9.384293679099619,7,5,3.49650756146648,1,5.347107530717469,2,3,3,3,1,5,6.712956200677071,1,0.0,6.33682573114644,7.23489842031483,2,7.252762418053191,0.0,0.0,7.252053951852809,0,0,2,0,3,1,3,6,1,3,5,1977,5,2,6.3007857946632395,3,3,5.26269018890489,0.0,0.0,0.0,0.0,4,2009,3.49650756146648,0,0,0,2,2.63655492639508,1.2086756586421399,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
633,80.0,9.13237883050647,5,7,3.98898404656427,0,0.0,2,2,3,3,1,4,6.17586727010576,2,6.15060276844628,4.69134788222914,6.9631899858702395,2,6.9631899858702395,0.0,0.0,6.962243464266209,0,1,1,0,3,1,3,6,0,0,5,1954,5,1,5.56452040732269,3,3,5.96870755998537,0.0,0.0,0.0,0.0,7,2007,3.98898404656427,0,0,1,1,2.95952013225286,1.16037391071103,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
634,64.0,8.85066091901715,6,5,3.43398720448515,1,0.0,2,2,3,3,1,6,6.9631899858702395,1,0.0,0.0,6.9631899858702395,3,6.9631899858702395,0.0,0.0,6.962243464266209,2,0,0,0,0,2,3,4,0,0,5,1980,5,2,6.3578422665081,3,3,5.579729825986219,4.043051267834549,0.0,0.0,6.39859493453521,6,2010,3.43398720448515,0,1,0,2,2.6337169128072797,1.74056086606655,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
635,60.0,9.29615102838929,6,7,4.54329478227,0,0.0,1,2,3,2,1,2,5.54907608489522,1,0.0,7.077498053569231,7.27309259599952,4,7.27309259599952,7.27309259599952,6.246106765481559,8.1300590399928,0,0,2,0,8,2,2,14,0,0,0,0,0,0,0.0,0,0,0.0,4.70953020131233,0.0,0.0,0.0,3,2007,7.60489448081162,0,0,0,2,2.9919873646462296,0.580718502856628,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
